titulo,empresa,pais,fecha_captura,descripcion,modalidad,tipo_horario,fecha_publicacion,grupo,es_ti,nivel_seniority,es_remoto,largo_descripcion,categoria_horario_modalidad
coordinador de transporte,"buses jm, los andes",chile,2026-05-02 03:45:33,Buscamos coordinador de transporte – residencia los andes requisitos: -título de técnico nivel… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,Senior,False,103,Presencial FT
coordinadora comercial grandes clientes,"comercial hq orbis, santiago",chile,2026-05-02 03:44:35,"Funciones principales: • soporte de ventas: cotizaciones, presupuestos, aprobación de pedidos, facturación y… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,Senior,False,117,Presencial FT
cajera nocturna bilingüe – vitacura,"empresa confidencial, santiago",chile,2026-05-02 03:46:34,Importante empresa ubicada en el sector de vitacura se encuentra en la búsqueda… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,88,Presencial FT
cajero - administrativo part time huechuraba,san dámaso,chile,2026-03-01 19:41:52,Cajero - Administrativo Part Time Huechuraba Huechuraba San Dámaso Open job preview for: Cajero - Administrativo Part Time Huechuraba - Huechuraba...,presencial,part time,,giannella-rieu,False,No especificado,False,149,Presencial PT
cajero - administrativo part time la calera,san dámaso,chile,2026-03-01 19:41:39,Cajero - Administrativo Part Time La Calera La Calera San Dámaso Open job preview for: Cajero - Administrativo Part Time La Calera - La Calera...,presencial,part time,,giannella-rieu,False,No especificado,False,145,Presencial PT
cajero - administrativo part time santa rosa,san dámaso,chile,2026-03-01 19:41:52,Cajero - Administrativo Part Time Santa Rosa Puente Alto San Dámaso Open job preview for: Cajero - Administrativo Part Time Santa Rosa - Puente Alto...,presencial,part time,,giannella-rieu,False,No especificado,False,151,Presencial PT
cajero b externo / algarrobo,cajero b externo / algarrobo,chile,2026-05-02 04:12:11,"Empleo destacado Cajero B Externo / Algarrobo workforce staffing est SPA Algarrobo, Valparaíso Hace 2 horas...",presencial,full time,Hace 2 horas,Lizette-Sanmartin,False,No especificado,False,110,Presencial FT
cajero b externo / copiapo,cajero b externo / copiapo,chile,2026-05-02 04:12:23,"Empleo destacado Cajero B externo / Copiapo workforce staffing est SPA Copiapó, Atacama $ 250.000,00 (Mensual) Hace 3 horas...",presencial,full time,Hace 3 horas,Lizette-Sanmartin,False,No especificado,False,126,Presencial FT
cajero bancario coquimbo,adecco,chile,2026-05-02 04:03:46,"Hace 11 días Cajero Bancario Coquimbo ADECCO Coquimbo, Coquimbo ¿Quieres impulsar tu carrera en banca?...",presencial,no especificado,Hace 11 días,denisBaez,False,No especificado,False,105,Otro
cajero externo b / angol,cajero externo b / angol,chile,2026-05-02 04:12:29,"Cajero Externo B / Angol workforce staffing est SPA Angol, Araucanía Hace 3 horas...",presencial,full time,Hace 3 horas,Lizette-Sanmartin,False,No especificado,False,84,Presencial FT
cajero externo b / coquimbo,cajero externo b / coquimbo,chile,2026-05-02 04:12:23,"Cajero Externo B / Coquimbo workforce staffing est SPA Coquimbo, Coquimbo Hace 3 horas...",presencial,full time,Hace 3 horas,Lizette-Sanmartin,False,No especificado,False,89,Presencial FT
cajero externo b / la serena,cajero externo b / la serena,chile,2026-05-02 04:12:29,"Cajero Externo B / La Serena workforce staffing est SPA La Serena, Coquimbo Hace 3 horas...",presencial,full time,Hace 3 horas,Lizette-Sanmartin,False,No especificado,False,91,Presencial FT
cajero externo b / linares,cajero externo b / linares,chile,2026-05-02 04:12:17,"Cajero Externo B / Linares workforce staffing est SPA Linares, Maule Hace 2 horas...",presencial,full time,Hace 2 horas,Lizette-Sanmartin,False,No especificado,False,84,Presencial FT
cajero externo b / natales,cajero externo b / natales,chile,2026-05-02 04:12:23,"Cajero Externo B / Natales workforce staffing est SPA Natales, Magallanes y Antártica Chilena Hace 3 horas...",presencial,full time,Hace 3 horas,Lizette-Sanmartin,False,No especificado,False,109,Presencial FT
cajero externo b / osorno,cajero externo b / osorno,chile,2026-05-02 04:12:22,"Cajero Externo B / Osorno workforce staffing est SPA Osorno, Los Lagos Hace 2 horas...",presencial,full time,Hace 2 horas,Lizette-Sanmartin,False,No especificado,False,86,Presencial FT
cajero externo b / pitrufquen,cajero externo b / pitrufquen,chile,2026-05-02 04:12:35,"Cajero Externo B / Pitrufquen workforce staffing est SPA Pitrufquén, Araucanía Hace 4 horas...",presencial,full time,Hace 4 horas,Lizette-Sanmartin,False,No especificado,False,94,Presencial FT
cajero externo b / punta arenas,cajero externo b / punta arenas,chile,2026-05-02 04:12:16,"Cajero Externo B / Punta Arenas workforce staffing est SPA Punta Arenas, Magallanes y Antártica Chilena Hace 2 horas...",presencial,full time,Hace 2 horas,Lizette-Sanmartin,False,No especificado,False,119,Presencial FT
cajero externo b / rancagua,cajero externo b / rancagua,chile,2026-05-02 04:12:35,"Cajero Externo B / Rancagua workforce staffing est SPA Rancagua, Libertador B. O Higgins Hace 4 horas...",presencial,full time,Hace 4 horas,Lizette-Sanmartin,False,No especificado,False,104,Presencial FT
cajero externo b / san antonio,cajero externo b / san antonio,chile,2026-05-02 04:12:11,"Se precisa Urgente Empleo destacado Cajero Externo B / San Antonio workforce staffing est SPA San Antonio, Valparaíso Hace 2 horas...",presencial,full time,Hace 2 horas,Lizette-Sanmartin,False,No especificado,False,133,Presencial FT
cajero externo b / temuco,cajero externo b / temuco,chile,2026-05-02 04:12:35,"Cajero Externo B / Temuco workforce staffing est SPA Temuco, Araucanía Hace 4 horas...",presencial,full time,Hace 4 horas,Lizette-Sanmartin,False,No especificado,False,86,Presencial FT
cajero externo b / traiguén,cajero externo b / traiguén,chile,2026-05-02 04:12:35,"Cajero Externo B / Traiguén Vista workforce staffing est SPA Traiguén, Araucanía Hace 4 horas...",presencial,full time,Hace 4 horas,Lizette-Sanmartin,False,No especificado,False,96,Presencial FT
cajero externo b / valparaiso,cajero externo b / valparaiso,chile,2026-05-02 04:12:11,"Se precisa Urgente Empleo destacado Cajero Externo B / Valparaiso workforce staffing est SPA Valparaíso, Valparaíso Hace 2 horas...",presencial,full time,Hace 2 horas,Lizette-Sanmartin,False,No especificado,False,131,Presencial FT
cajero externo b,cajero externo b,chile,2026-05-02 04:12:17,"Cajero Externo B workforce staffing est SPA Santiago Centro, R.Metropolitana Hace 2 horas...",presencial,full time,Hace 2 horas,Lizette-Sanmartin,False,No especificado,False,92,Presencial FT
cajero inspector,vaala group s.a,chile,2026-03-01 03:54:16,Cajero Inspector Viña Del Mar Vaala Group S.A Open job preview for: Cajero Inspector - Viña Del Mar...,presencial,full time,,giannella-rieu,False,No especificado,False,102,Presencial FT
cajero logístico: gestión de caja y cobranzas,ariztía,chile,2026-03-01 19:49:07,Cajero Logístico: Gestión de Caja y Cobranzas La Serena Ariztía Open job preview for: Cajero Logístico: Gestión de Caja y Cobranzas - La Serena...,presencial,full time,,giannella-rieu,False,No especificado,False,146,Presencial FT
"cajero recepcionista, proyecto nieve 2026 - clínica san carlos",uc christus salud,chile,2026-05-02 03:58:02,"Publicada ayer Cajero Recepcionista, Proyecto Nieve 2026 - Clínica San Carlos UC Christus Salud Las Condes, Metropolitana de Santiago ...Hoy más que nunca el mundo de la salud...",presencial,no especificado,Publicada ayer,denisBaez,False,No especificado,False,178,Otro
cajero servicio clientes rm,banco crédito e inversiones,chile,2026-05-02 04:03:47,"Hace 2 días Cajero Servicio Clientes RM Banco Crédito e Inversiones Las Condes, Metropolitana de Santiago ...valoradas del Banco (talonario de...",presencial,no especificado,Hace 2 días,denisBaez,False,No especificado,False,145,Otro
cajero externo b / calama,cajero externo b / calama,chile,2026-05-02 04:12:29,"Se precisa Urgente Empleo destacado Cajero externo B / Calama workforce staffing est SPA Calama, Antofagasta $ 600.000,00 (Mensual) Hace 3 horas...",presencial,full time,Hace 3 horas,Lizette-Sanmartin,False,No especificado,False,147,Presencial FT
cajero(a) (la serena),coopeuch,chile,2026-03-01 19:49:10,Cajero(a) (La Serena) La Serena Coopeuch Open job preview for: Cajero(a) (La Serena) - La Serena...,presencial,full time,,giannella-rieu,False,No especificado,False,99,Presencial FT
cajero/a - la serena,ideal,chile,2026-03-01 19:48:56,Cajero/a - La Serena La Serena Ideal Open job preview for: Cajero/a - La Serena - La Serena...,presencial,full time,,giannella-rieu,False,No especificado,False,94,Presencial FT
"cajero/a bancario, ft 40 hrs, alto las condes",banco falabella,chile,2026-05-02 04:03:47,"Hace 2 días Cajero/a Bancario, FT 40 hrs, Alto Las Condes Banco Falabella Santiago, Metropolitana de Santiago ...Banco Falabella,...",presencial,no especificado,Hace 2 días,denisBaez,False,No especificado,False,132,Otro
"cajero/a bancario,full time, la serena mall",banco falabella,chile,2026-03-01 19:56:40,"Cajero/a Bancario,Full Time, La Serena Mall La Serena Banco Falabella Open job preview for: Cajero/a Bancario,Full Time, La Serena Mall - La Serena...",presencial,full time,,giannella-rieu,False,No especificado,False,150,Presencial FT
cajero/a la serena - reemplazo,ariztía,chile,2026-03-01 19:49:12,Cajero/a La Serena - Reemplazo La Serena Ariztía Open job preview for: Cajero/a La Serena - Reemplazo - La Serena...,presencial,full time,,giannella-rieu,False,No especificado,False,116,Presencial FT
cajero/a logístico la serena - reemplazo,ariztía,chile,2026-03-01 19:49:11,Cajero/a Logístico La Serena - Reemplazo La Serena Ariztía Open job preview for: Cajero/a Logístico La Serena - Reemplazo - La Serena...,presencial,full time,,giannella-rieu,False,No especificado,False,136,Presencial FT
cajero/a administrativo full time - mall marina (viña del mar),colchones rosen saic,chile,2026-05-02 03:59:02,"Publicada hoy Cajero/a administrativo Full Time - Mall Marina (Viña del Mar) Colchones Rosen SAIC Viña del Mar, Valparaíso 📢 Si te gusta la decoración y el mundo...",presencial,full-time,Publicada hoy,denisBaez,False,No especificado,False,164,Otro
cajero/a externo certificado región antofagasta,cajero/a externo certificado región antofagasta,chile,2026-05-02 04:12:11,"Cajero/a externo certificado Región Antofagasta workforce staffing est SPA Antofagasta, Antofagasta Hace 2 horas...",presencial,full time,Hace 2 horas,Lizette-Sanmartin,False,No especificado,False,115,Presencial FT
cajero/a externo certificado región arica y parinacota,cajero/a externo certificado región arica y parinacota,chile,2026-05-02 04:12:12,"Cajero/a externo certificado Región Arica y Parinacota workforce staffing est SPA Arica, Arica y Parinacota Hace 2 horas...",presencial,full time,Hace 2 horas,Lizette-Sanmartin,False,No especificado,False,123,Presencial FT
cajero/a externo certificado región de atacama,cajero/a externo certificado región de atacama,chile,2026-05-02 04:12:12,"Cajero/a externo certificado Región de Atacama workforce staffing est SPA Copiapó, Atacama Hace 2 horas...",presencial,full time,Hace 2 horas,Lizette-Sanmartin,False,No especificado,False,106,Presencial FT
cajero/a externo certificado región de coquimbo,cajero/a externo certificado región de coquimbo,chile,2026-05-02 04:12:16,"Cajero/a externo certificado Región de Coquimbo workforce staffing est SPA La Serena, Coquimbo Hace 2 horas...",presencial,full time,Hace 2 horas,Lizette-Sanmartin,False,No especificado,False,110,Presencial FT
cajero/a externo certificado región de tarapacá,cajero/a externo certificado región de tarapacá,chile,2026-05-02 04:12:16,"Cajero/a externo certificado Región de Tarapacá Vista workforce staffing est SPA Iquique, Tarapacá Hace 2 horas...",presencial,full time,Hace 2 horas,Lizette-Sanmartin,False,No especificado,False,114,Presencial FT
cajero/a y administrador/a de inventarios — desarrollo,ideal,chile,2026-03-01 19:48:57,Cajero/a y Administrador/a de Inventarios — Desarrollo La Serena Ideal Open job preview for: Cajero/a y Administrador/a de Inventarios — Desarrollo - ...,presencial,full time,,giannella-rieu,False,No especificado,False,153,Presencial FT
cajeros/as - encargado/as de local la…,"sushiban, santiago",chile,2026-05-02 03:45:08,Oferta de empleo: cajeras - encargadas de local la florida descripción del puesto:… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,91,Presencial FT
callcenter / ejecutivo comercial,"europa secreta, santiago",chile,2026-05-02 03:43:36,"Ejecutivo/a de ventas call center san miguel, santiago renta líquida aprox.: $700.000 el… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,97,Presencial FT
campaing analyst,campaing analyst,chile,2026-05-02 04:10:58,"Empleo destacado Campaing Analyst AGtec Servicios Informáticos Santiago - Providencia, R.Metropolitana Presencial y remoto Hace 19 horas...",remoto,full time,Hace 19 horas,Lizette-Sanmartin,False,No especificado,True,139,Remoto FT
campus brand ambassador & events lead,red bull,chile,2026-03-01 19:55:28,Campus Brand Ambassador & Events Lead La Serena Red Bull Open job preview for: Campus Brand Ambassador & Events Lead - La Serena...,presencial,full time,,giannella-rieu,False,Senior,False,131,Presencial FT
campus brand ambassador: marketing y ventas,red bull,chile,2026-03-01 19:53:55,Campus Brand Ambassador: Marketing y Ventas La Serena Red Bull Open job preview for: Campus Brand Ambassador: Marketing y - La Serena...,presencial,full time,,giannella-rieu,False,No especificado,False,136,Presencial FT
capacitador(a) ventas - área retail /…,"sei - retail, santiago",chile,2026-05-02 03:44:34,"¡somos sei! empresa multinacional de retail, dedicada a la venta de carteras, bolsos… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,93,Presencial FT
capataz muestrera (valle copiapo),sgs,chile,2026-03-01 03:51:37,Capataz Muestrera (Valle Copiapo) La Serena SGS Open job preview for: Capataz Muestrera (Valle Copiapo) - La Serena...,presencial,full time,,giannella-rieu,False,No especificado,False,118,Presencial FT
captador para reconocida marca de café,touch latam chile,chile,2026-03-01 03:56:34,Captador Para Reconocida Marca De Café La Serena Touch Latam Chile Open job preview for: Captador Para Reconocida Marca De Café - La Serena...,presencial,full time,,giannella-rieu,False,No especificado,False,142,Presencial FT
"captador de clientes - zapatería | 42h/sem, bono",touch latam chile,chile,2026-03-01 03:56:35,"Captador de Clientes - Zapatería | 42h/sem, Bono La Serena Touch Latam Chile Open job preview for: Captador de Clientes - Zapatería | 42h/sem, Bono - ...",presencial,full time,,giannella-rieu,False,No especificado,False,153,Presencial FT
captador de clientes - zapatería | full time + bono,touch lima s.a.c.,chile,2026-03-01 19:56:10,Captador de Clientes - Zapatería | Full Time + Bono La Serena Touch Lima S.A.C. Open job preview for: Captador de Clientes - Zapatería | Full Time + B...,presencial,full time,,giannella-rieu,False,No especificado,False,153,Presencial FT
captador de donaciones: crea impacto y alianzas duraderas,fundación las rosas,chile,2026-03-01 19:56:11,Captador de Donaciones: Crea Impacto y Alianzas Duraderas La Serena Fundación Las Rosas Open job preview for: Captador de Donaciones: Crea Impacto y A...,presencial,full time,,giannella-rieu,False,No especificado,False,153,Presencial FT
captador en zapateria la serena,touch latam chile,chile,2026-03-01 03:56:36,Captador en zapateria La Serena La Serena Touch Latam Chile Open job preview for: Captador en zapateria La Serena - La Serena...,presencial,full time,,giannella-rieu,False,No especificado,False,128,Presencial FT
captador en zapateria la serena,touch lima s.a.c.,chile,2026-03-01 19:56:10,Captador en zapateria La Serena La Serena Touch Lima S.A.C. Open job preview for: Captador en zapateria La Serena - La Serena...,presencial,full time,,giannella-rieu,False,No especificado,False,128,Presencial FT
captador para campaña de zapatillas temporada escolar (la serena),touch lima,chile,2026-03-01 19:55:30,Captador para Campaña de Zapatillas Temporada Escolar (La Serena) La Serena TOUCH LIMA Open job preview for: Captador para Campaña de Zapatillas Tempo...,presencial,full time,,giannella-rieu,False,No especificado,False,153,Presencial FT
captador para seguros,empresa destacada,chile,2026-03-01 04:08:39,Oferta para el area de seguros,presencial,full time,Reciente,Nicolas-Jorgensen,True,No especificado,False,30,Presencial FT
captador/a para marca de teléfono la serena,touch latam chile,chile,2026-03-01 03:56:34,Captador/A Para Marca De Teléfono La Serena La Serena Touch Latam Chile Open job preview for: Captador/A Para Marca De Teléfono La Serena - La Serena...,presencial,full time,,giannella-rieu,False,No especificado,False,152,Presencial FT
captador/a de clientes - ventas en tienda 30h con comisiones,cencosud scotiabank,chile,2026-03-01 03:56:27,Captador/a de Clientes - Ventas en Tienda 30h con Comisiones La Serena Cencosud Scotiabank Open job preview for: Captador/a de Clientes - en Tienda 30...,presencial,full time,,giannella-rieu,False,No especificado,False,153,Presencial FT
captador/a de clientes 30 hrs semanales pt/ paris la serena,cencosud scotiabank,chile,2026-03-01 03:56:45,Captador/a de Clientes 30 hrs semanales PT/ Paris La Serena La Serena Cencosud Scotiabank Open job preview for: Captador/a de Clientes 30 hrs semanale...,presencial,full time,,giannella-rieu,False,No especificado,False,153,Presencial FT
cargos área de administración,empresa del rubro de la construcción,chile,2026-03-01 19:52:30,Cargos Área de Administración Puerto Montt Empresa del Rubro de la Construcción Open job preview for: Cargos Área de - Puerto Montt...,presencial,full time,,giannella-rieu,False,No especificado,False,134,Presencial FT
category manager textil - colina (híbrido),colchones rosen saic,chile,2026-05-02 03:58:47,"Publicada hoy Category Manager Textil - Colina (Híbrido) Colchones Rosen SAIC Colina, Metropolitana de Santiago 📢¡Si te gusta la decoración, el mundo...",híbrido,no especificado,Publicada hoy,denisBaez,False,No especificado,False,152,Otro
chofer ayudante transporte de gas calama,empresa destacada,chile,2026-03-01 04:07:19,Oferta para el area de transporte,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,33,Presencial FT
clases particulares ed. básica domiciliarias lu…,"particular, concepción",chile,2026-05-02 03:49:15,"Estudiante de educación básica lunes a viernes pm , san pedro de la… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,76,Presencial FT
cloud noc engineer,no especificada,6 locations,2026-05-02 04:20:30,No disponible en listado,remoto,full time,abr 09,diegoCastillo,True,No especificado,True,24,Remoto FT
cocinero/a,"black chicken, santiago",chile,2026-05-02 03:48:51,Sobre nosotros: en black chicken somos una propuesta gastronómica que reinterpreta la clásica… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,102,Presencial FT
cocineros sector oriente,"margó - nelí, santiago",chile,2026-05-02 03:51:09,En margó - nelí estamos buscando talentosos ayudantes de cocina / cocineros para… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,89,Presencial FT
colegio necesita contratar encargado de fotocopiadora,"colegio en quilpué, quilpué",chile,2026-05-02 03:46:00,Colegio de quilpué necesita contratar secretaria académica para reemplazo Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,81,Presencial FT
comercio exterior,empresa destacada,chile,2026-03-01 04:07:59,Oferta para el area de comercio-exterior,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,40,Presencial FT
comienza tu carrera inmobiliaria con re/max la marca n*1,remax,chile,2026-05-02 04:03:32,"Hace 7 días Comienza tu carrera inmobiliaria con RE/MAX la marca N*1 Remax Las Condes, Metropolitana de Santiago ...de necesidad inmobiliaria... Destacada",presencial,no especificado,Hace 7 días,denisBaez,False,No especificado,False,154,Otro
commercial and business development trainee ⛴️🏗️,hanseatic global terminals latin america,chile,02/05/2026,¡Vive la experiencia de trabajar en Hanseatic Global Terminals Latin America 😍!¿Quiénes somos?Somos la oficina regional de Hanseatic Global Terminals en América Latina. Líderes en servicios...,híbrido,jornada completa,02/05/2026,sofiaUrquieta,True,Junior,False,192,Otro
community manager/diseñador/marketing digital,grupo premium propiedades,chile,2026-05-02 03:58:32,"Hace 3 días Community Manager/Diseñador/Marketing Digital Grupo Premium Propiedades Providencia, Metropolitana de Santiago La misión es posicionar e incrementar... Destacada",presencial,no especificado,Hace 3 días,denisBaez,True,No especificado,False,173,Otro
comprador comercial,kiosclub,chile,02/05/2026,"KiosClub American SupermarketSomos una empresa que surge en 2017 con el propósito de acercar productos internacionales al mercado chileno, con una propuesta diferenciada basada en marcas...",presencial,jornada completa,02/05/2026,sofiaUrquieta,False,No especificado,False,189,Otro
comprador senior de tecnología,empresa destacada,chile,2026-03-01 04:05:26,Oferta para el area de tecnologia,presencial,full time,Reciente,Nicolas-Jorgensen,True,Senior,False,33,Presencial FT
comprador técnico área informática (maipo),carozzi,chile,2026-03-01 19:43:01,Comprador Técnico Área Informática (Maipo) Concepción Carozzi Open job preview for: Comprador Técnico Área (Maipo) - Concepción...,presencial,full time,,giannella-rieu,True,No especificado,False,130,Presencial FT
"concurso mixto profesional cobertura, programa (la serena)",oficinas regionales,chile,2026-03-01 19:48:40,"Concurso Mixto Profesional Cobertura, Programa (La Serena) La Serena Oficinas Regionales Open job preview for: Concurso Mixto Profesional Cobertura, P...",presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
conductor camion capacho licencia a4 buin,"sece agencia en chile, santiago",chile,2026-05-02 03:50:42,Prestigiosa empresa española del rubro eléctrico con más de 100 años de antigüedad… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,91,Presencial FT
conductor profesional - iquique,surglobal transporte ltda,chile,2026-05-02 04:02:32,"Hace 3 días Conductor Profesional - Iquique Surglobal Transporte Ltda Iquique, Tarapacá ...Seguridad de Transporte. Licencia...",presencial,no especificado,Hace 3 días,denisBaez,False,No especificado,False,127,Otro
conductor profesional a4,"vinara transportes, iquique",chile,2026-05-02 03:50:42,Empresa dedicada al rubro del transporte de carga para la minería ubicada en… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,85,Presencial FT
conductor profesional a5,"vinara transportes, iquique",chile,2026-05-02 03:50:42,Empresa dedicada al rubro del transporte de carga para la minería ubicada en… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,85,Presencial FT
conductor profesional para servicios de transporte,empresa destacada,chile,2026-03-01 04:07:20,Oferta para el area de transporte,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,33,Presencial FT
conductor region de coquimbo (la serena),renta car,chile,2026-03-01 19:41:37,Conductor Region de Coquimbo (La Serena) La Serena RENTA CAR Open job preview for: Conductor Region de Coquimbo (La Serena) - La Serena...,presencial,full time,,giannella-rieu,False,No especificado,False,138,Presencial FT
conductor profesional transporte privado pasajeros // licencia a3,randstad chile s.a.,chile,2026-05-02 04:02:33,"Hace 16 días Conductor profesional transporte privado pasajeros // Licencia A3 RANDSTAD CHILE S.A. Santiago, Metropolitana de Santiago ...líder en el transporte privado de... Destacada",presencial,no especificado,Hace 16 días,denisBaez,False,No especificado,False,184,Otro
conductor/a regional para dirección y finanzas,junta nacional de jardines infantiles,chile,2026-03-01 19:49:07,Conductor/a Regional para Dirección y Finanzas La Serena Junta Nacional De Jardines Infantiles Open job preview for: Conductor/a Regional para Direcci...,presencial,full time,,giannella-rieu,False,No especificado,False,153,Presencial FT
"conductor/a para dirección regional, comuna de la serena, región de coquimbo",junta nacional de jardines infantiles,chile,2026-03-01 19:49:20,"Conductor/a para Dirección Regional, Comuna de La Serena, Región de Coquimbo La Serena Junta Nacional De Jardines Infantiles Open job preview for: Con...",presencial,full time,,giannella-rieu,False,No especificado,False,153,Presencial FT
conductores – servicio de administración y operación bodega minería,conductores – servicio de administración y operación bodega minería,chile,2026-05-02 04:11:54,"Conductores – Servicio de Administración y Operación Bodega Minería Vista Importante empresa del sector Diego de Almagro, Atacama Hace 7 días...",presencial,full time,Hace 7 días,Lizette-Sanmartin,False,No especificado,False,144,Presencial FT
conductores: licencia a5,"confidencial, santiago",chile,2026-05-02 03:50:42,tu próximo destino profesional está en españa de no contar con los requisitos… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,86,Presencial FT
conserje edificio,fill-lif,chile,2026-03-01 03:54:16,Conserje Edificio Santiago Fill-lif Open job preview for: Conserje Edificio - Santiago...,presencial,full time,,giannella-rieu,False,No especificado,False,89,Presencial FT
conserje,"clínica oftalmológica pasteur, santiago",chile,2026-05-02 03:48:47,¡Únete a nuestro equipo de clÍnica oftalmolÓgica pasteur! buscamos conserje – sede providencia… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,103,Presencial FT
consreje edificio,fill-lif,chile,2026-03-01 19:50:44,Consreje Edificio Santiago Fill-lif Open job preview for: Consreje Edificio - Santiago...,presencial,full time,,giannella-rieu,True,No especificado,False,89,Presencial FT
constructor civil - la serena,corporación administrativa del poder judicial,chile,2026-03-01 19:47:39,Constructor Civil - La Serena La Serena Corporación Administrativa Del Poder Judicial Open job preview for: Constructor Civil - La Serena - La Serena...,presencial,full time,,giannella-rieu,False,No especificado,False,152,Presencial FT
consultor as/400,no especificada,hybrid,2026-05-02 04:20:31,No disponible en listado,híbrido,full time,abr 15,diegoCastillo,False,No especificado,False,24,Otro
consultor funcional / técnico crm salesforce,no especificada,hybrid,2026-05-02 04:22:47,No disponible en listado,híbrido,full time,Apr 17,diegoCastillo,False,No especificado,False,24,Otro
consultor funcional ti (perfil jr) - remoto,atcom,chile,2026-03-01 03:51:37,Consultor Funcional TI (Perfil JR) - Remoto La Serena ATCOM Open job preview for: Consultor Funcional TI (Perfil JR) - Remoto - La Serena...,remoto,full time,,giannella-rieu,True,No especificado,True,140,Remoto FT
consultor ia generativa – power platform y azure,consultor ia generativa – power platform y azure,chile,2026-05-02 04:10:39,"Se precisa Urgente Empleo destacado Consultor IA Generativa – Power Platform y Azure Ingenieria informatica Kibernum S.A. Santiago Centro, R.Metropoli...",remoto,full time,Hace 14 horas,Lizette-Sanmartin,True,No especificado,True,153,Remoto FT
consultor sap co / fico (4 meses),consultor sap co / fico (4 meses),chile,2026-05-02 04:10:44,"Se precisa Urgente Empleo destacado Consultor SAP CO / FICO (4 meses) C&S informática SA Santiago Centro, R.Metropolitana Remoto Hace 16 horas...",remoto,full time,Hace 16 horas,Lizette-Sanmartin,True,No especificado,True,145,Remoto FT
consultor sap co,consultor sap co,chile,2026-05-02 04:10:45,"Se precisa Urgente Empleo destacado Consultor SAP CO C&S informática SA Santiago Centro, R.Metropolitana Remoto Hace 18 horas...",remoto,full time,Hace 18 horas,Lizette-Sanmartin,True,No especificado,True,128,Remoto FT
consultor sap fi ssr,no especificada,hybrid,2026-05-02 04:22:37,No disponible en listado,híbrido,full time,Jan 27,diegoCastillo,True,No especificado,False,24,Otro
consultor sap is u con portugués avanzado,consultor sap is u con portugués avanzado,chile,2026-05-02 04:11:06,"Consultor SAP IS U con portugués avanzado C&S informática SA Santiago Centro, R.Metropolitana Remoto Hace 2 días...",remoto,full time,Hace 2 días,Lizette-Sanmartin,True,No especificado,True,115,Remoto FT
consultor sap mm senior,no especificada,hybrid,2026-05-02 04:22:25,No disponible en listado,híbrido,full time,Jan 27,diegoCastillo,True,Senior,False,24,Otro
consultor sap mm,no especificada,in-office,2026-05-02 04:22:24,No disponible en listado,presencial,full time,abr 14,diegoCastillo,True,No especificado,False,24,Presencial FT
consultor sap pp,no especificada,in-office,2026-05-02 04:22:23,No disponible en listado,presencial,freelance,abr 14,diegoCastillo,True,No especificado,False,24,Otro
consultor sap scm,no especificada,hybrid,2026-05-02 04:22:26,No disponible en listado,híbrido,full time,ene 27,diegoCastillo,True,No especificado,False,24,Otro
consultor senior oracle fusion cloud erp financials,kpmg auditores consultores ltda.,chile,2026-03-01 03:53:03,Consultor Senior Oracle Fusion Cloud ERP Financials Santiago KPMG Auditores Consultores Ltda. Open job preview for: Consultor Senior Oracle Fusion Clo...,presencial,full time,,giannella-rieu,True,Senior,False,153,Presencial FT
consultor senior salesforce billing bilingüe,no especificada,remote,2026-05-02 04:22:46,No disponible en listado,remoto,freelance,Mar 05,diegoCastillo,False,Senior,True,24,Otro
consultor senior en logística internacional y…,"sli consultores, santiago",chile,2026-05-02 03:45:32,¿eres un experto en la cadena de suministro global con capacidad para transformar… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,Senior,False,90,Presencial FT
consultor de recursos humanos senior / con experiencia en consultoras,consultor de recursos humanos senior / con experiencia en consultoras,chile,2026-05-02 04:12:23,"Se precisa Urgente Empleo destacado Consultor de Recursos Humanos Senior / Con Experiencia en Consultoras 3,9 Grupo Tawa Santiago - Providencia, R.Met...",remoto,full time,Hace 3 horas,Lizette-Sanmartin,False,Senior,True,153,Remoto FT
